oqSfX4ewVcIec9VwjLlk,2,7036,1,15755
oqSfX4ewVcIec9VwjLlk,2,7886,1,18247
oqSfX4ewVcIec9VwjLlk,5,8592,4,8697
oqSfX4ewVcIec9VwjLlk,2,9838,1,23289
oqSfX4ewVcIec9VwjLlk,5,9464,4,9549
oqSfX4ewVcIec9VwjLlk,3,10848,2,10751
oqSfX4ewVcIec9VwjLlk,3,13114,2,13055
sW7iR8VXlkR0FWw59bzo,5,5162,4,5177
sW7iR8VXlkR0FWw59bzo,2,5860,1,10789
sW7iR8VXlkR0FWw59bzo,2,6658,1,13421
sW7iR8VXlkR0FWw59bzo,4,6754,3,6513
sW7iR8VXlkR0FWw59bzo,3,8168,2,8433
sW7iR8VXlkR0FWw59bzo,3,8916,2,9375
sW7iR8VXlkR0FWw59bzo,4,10354,3,9781
sW7iR8VXlkR0FWw59bzo,3,10772,2,11351
sW7iR8VXlkR0FWw59bzo,5,11076,4,11433
sW7iR8VXlkR0FWw59bzo,5,12200,4,12479
sW7iR8VXlkR0FWw59bzo,3,12818,2,13631
sW7iR8VXlkR0FWw59bzo,3,13910,2,14665
pPwSVrNqLbzIdzHjyjJ0,3,5534,2,5567
pPwSVrNqLbzIdzHjyjJ0,2,6278,1,11073
pPwSVrNqLbzIdzHjyjJ0,4,6286,3,6241
pPwSVrNqLbzIdzHjyjJ0,3,7018,2,7005
pPwSVrNqLbzIdzHjyjJ0,3,7876,2,7825
pPwSVrNqLbzIdzHjyjJ0,5,8844,4,8891
pPwSVrNqLbzIdzHjyjJ0,2,9614,1,21065
pPwSVrNqLbzIdzHjyjJ0,3,10542,2,10649
pPwSVrNqLbzIdzHjyjJ0,5,10722,4,10757
pPwSVrNqLbzIdzHjyjJ0,4,11968,3,11543
pPwSVrNqLbzIdzHjyjJ0,4,13088,3,12599
pPwSVrNqLbzIdzHjyjJ0,2,13960,1,30287
pPwSVrNqLbzIdzHjyjJ0,3,14658,2,15037
dTWMsKjoN5mES9AGCRTB,4,5906,3,5825
dTWMsKjoN5mES9AGCRTB,3,6610,2,6707
dTWMsKjoN5mES9AGCRTB,5,6676,4,6647
dTWMsKjoN5mES9AGCRTB,2,7484,1,14041
dTWMsKjoN5mES9AGCRTB,2,8464,1,16481
dTWMsKjoN5mES9AGCRTB,4,9208,3,9275
dTWMsKjoN5mES9AGCRTB,2,10330,1,21481
dTWMsKjoN5mES9AGCRTB,5,10096,4,10103
dTWMsKjoN5mES9AGCRTB,2,11348,1,23809
dTWMsKjoN5mES9AGCRTB,4,11130,3,11191
dTWMsKjoN5mES9AGCRTB,3,12306,2,12609
dTWMsKjoN5mES9AGCRTB,4,13220,3,13341
dTWMsKjoN5mES9AGCRTB,3,15496,2,15757
ilrgAdgXHf2bIWLS1XBs,3,6054,2,6177
ilrgAdgXHf2bIWLS1XBs,4,6882,3,6885
ilrgAdgXHf2bIWLS1XBs,2,7860,1,14839
ilrgAdgXHf2bIWLS1XBs,3,8742,2,8723
ilrgAdgXHf2bIWLS1XBs,2,9670,1,19911
ilrgAdgXHf2bIWLS1XBs,4,9696,3,9665
ilrgAdgXHf2bIWLS1XBs,3,12894,2,12863
ilrgAdgXHf2bIWLS1XBs,2,13954,1,29861
ilrgAdgXHf2bIWLS1XBs,4,13876,3,13917
ilrgAdgXHf2bIWLS1XBs,3,16050,2,15985
JxO4FbHHWf5SlGUlT8BR,3,6562,2,6451
JxO4FbHHWf5SlGUlT8BR,5,6538,4,6575
JxO4FbHHWf5SlGUlT8BR,2,7252,1,12973
JxO4FbHHWf5SlGUlT8BR,2,8124,1,15465
JxO4FbHHWf5SlGUlT8BR,4,8236,3,8195
JxO4FbHHWf5SlGUlT8BR,4,9116,3,9213
JxO4FbHHWf5SlGUlT8BR,4,11142,3,11135
JxO4FbHHWf5SlGUlT8BR,4,12102,3,12295
JxO4FbHHWf5SlGUlT8BR,4,13196,3,13327
JxO4FbHHWf5SlGUlT8BR,3,14328,2,14355
JxO4FbHHWf5SlGUlT8BR,4,15424,3,15355
JxO4FbHHWf5SlGUlT8BR,5,16404,4,16371
fmNnzmiRjvYrvzCTjoqw,4,6768,3,6787
fmNnzmiRjvYrvzCTjoqw,4,7652,3,7605
fmNnzmiRjvYrvzCTjoqw,2,8626,1,15449
fmNnzmiRjvYrvzCTjoqw,2,9536,1,17905
fmNnzmiRjvYrvzCTjoqw,2,10602,1,20407
fmNnzmiRjvYrvzCTjoqw,2,11510,1,22861
fmNnzmiRjvYrvzCTjoqw,3,12454,2,12535
fmNnzmiRjvYrvzCTjoqw,5,12796,4,12681
fmNnzmiRjvYrvzCTjoqw,2,13608,1,27813
fmNnzmiRjvYrvzCTjoqw,3,14584,2,14685
fmNnzmiRjvYrvzCTjoqw,4,17182,3,16717
nQBnQdpnbjF1n8vonXMo,2,7274,1,10877
nQBnQdpnbjF1n8vonXMo,3,8098,2,8161
nQBnQdpnbjF1n8vonXMo,5,9780,4,10091
